,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id
37302,1578425638280892416,https://twitter.com/PattyMurray/status/1578425638280892416,Fri Oct 07 16:42:52 +0000 2022,2022-10-07T16:42:52+00:00,PattyMurray,"Student loan debt forgiveness is going to make a tremendous difference in the lives of so many people in Washington state. While Republicans focus on cutting taxes for the rich and big corporations, Democrats are focused on helping working people.",original,,,,,552,,,,en,,,115,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Student loan debt forgiveness is going to make a tremendous difference in the lives of so many people in Washington state While Republicans focus on cutting taxes for the rich and big corporations Democrats are focused on helping working people,575
37323,1576326819405783040,https://twitter.com/PattyMurray/status/1576326819405783040,Sat Oct 01 21:42:55 +0000 2022,2022-10-01T21:42:55+00:00,PattyMurray,I've fought at every step to get Washington state's schools more resources to help our kids succeed and thrive—because every single student deserves a quality education.,original,,,,,695,,,,en,,,122,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Ive fought at every step to get Washington states schools more resources to help our kids succeed and thrivebecause every single student deserves a quality education,494
37339,1575172404971999233,https://twitter.com/PattyMurray/status/1575172404971999233,Wed Sep 28 17:15:41 +0000 2022,2022-09-28T17:15:41+00:00,PattyMurray,No one should have to give up the opportunity to pursue a higher education because they can't find or afford child care. These funds are going to help many student parents in Washington state get the care they need. https://t.co/6wGeS23PqP,original,,,,https://www.nbcrightnow.com/news/colleges-in-washington-receive-funding-to-offer-child-care-for-parents-in-college/article_cd4f7b5a-3c4b-11ed-aeda-7bb1b904dcf6.html,149,,,,en,,0.0,35,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,No one should have to give up the opportunity to pursue a higher education because they cant find or afford child care These funds are going to help many student parents in Washington state get the care they need ,494
37347,1574122842077151232,https://twitter.com/PattyMurray/status/1574122842077151232,Sun Sep 25 19:45:05 +0000 2022,2022-09-25T19:45:05+00:00,PattyMurray,"Nearly 700,000 people in Washington state are eligible to get student loan relief under @POTUS's plan. I've long pushed to deliver relief because it's going to make a huge difference in so many families' lives. https://t.co/wzJ58ezWwN",original,,,,https://www.seattletimes.com/seattle-news/new-estimate-for-number-of-wa-residents-eligible-for-student-loan-forgiveness/,205,,,,en,,0.0,54,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Nearly  people in Washington state are eligible to get student loan relief under POTUSs plan Ive long pushed to deliver relief because its going to make a huge difference in so many families lives ,118
37380,1571328386928345089,https://twitter.com/PattyMurray/status/1571328386928345089,Sun Sep 18 02:40:55 +0000 2022,2022-09-18T02:40:55+00:00,PattyMurray,".@POTUS’s student loan forgiveness plan will give people in Washington state some much-needed breathing room—so they can put food on the table, put a down payment on a new house, and invest in their families’ futures. This is going to change the lives of so many people across WA.",original,,,,,591,,,,en,,,120,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,POTUSs student loan forgiveness plan will give people in Washington state some muchneeded breathing roomso they can put food on the table put a down payment on a new house and invest in their families futures This is going to change the lives of so many people across WA,118
37426,1568752667207548929,https://twitter.com/PattyMurray/status/1568752667207548929,Sun Sep 11 00:05:56 +0000 2022,2022-09-11T00:05:56+00:00,PattyMurray,"Over 400,000 borrowers in Washington state owe $20K or less on their federal student loans. Under @POTUS’s student loan debt forgiveness plan, many eligible borrowers would see their remaining debt completely wiped out. That’s a game-changer for them and our state’s economy.",original,,,,,466,,,,en,,,90,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Over  borrowers in Washington state owe K or less on their federal student loans Under POTUSs student loan debt forgiveness plan many eligible borrowers would see their remaining debt completely wiped out Thats a gamechanger for them and our states economy,118
37457,1565432555603722241,https://twitter.com/PattyMurray/status/1565432555603722241,Thu Sep 01 20:13:00 +0000 2022,2022-09-01T20:13:00+00:00,PattyMurray,"I’ve been pushing to extend the pause on federal student loan payments until at least 2023—and last week, the Biden admin got it done. Now, it's time to permanently fix the broken student loan system—and make sure borrowers are prepared to make payments.",original,,,,,388,,,,en,,,65,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Ive been pushing to extend the pause on federal student loan payments until at least and last week the Biden admin got it done Now its time to permanently fix the broken student loan systemand make sure borrowers are prepared to make payments,118
37459,1565152963257159680,https://twitter.com/PattyMurray/status/1565152963257159680,Thu Sep 01 01:42:00 +0000 2022,2022-09-01T01:42:00+00:00,PattyMurray,"Higher education is often the ticket to the middle class for so many people in WA state, &amp; programs like the Pell Grant can make a real difference in people’s lives. That’s why I fought to increase Pell Grants &amp; am working to lower the cost of higher education.",original,,,,,495,,,,en,,,103,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Higher education is often the ticket to the middle class for so many people in WA state amp programs like the Pell Grant can make a real difference in peoples lives Thats why I fought to increase Pell Grants amp am working to lower the cost of higher education,1081
37471,1564421644373729280,https://twitter.com/PattyMurray/status/1564421644373729280,Tue Aug 30 01:16:00 +0000 2022,2022-08-30T01:16:00+00:00,PattyMurray,"Up to $20,000 in student debt relief for Pell Grant recipients. And up to $10,000 in relief for tens of millions more.  This is life-changing relief for borrowers &amp; families. Find out if you're eligible to have your loans forgiven under @POTUS's plan here: https://t.co/aEzwiOBNzO",original,,,,http://StudentAid.gov/DebtRelief,271,,,,en,,0.0,75,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Up to  in student debt relief for Pell Grant recipients And up to  in relief for tens of millions more  This is lifechanging relief for borrowers amp families Find out if youre eligible to have your loans forgiven under POTUSs plan here ,118
37474,1564087190606397440,https://twitter.com/PattyMurray/status/1564087190606397440,Mon Aug 29 03:07:00 +0000 2022,2022-08-29T03:07:00+00:00,PattyMurray,"I've been pushing the Biden admin to improve student loan repayment plans &amp; make payments more affordable.  Under @POTUS's new plan, borrowers won't pay more than 5% of their income on undergraduate student loans—&amp; that’s income AFTER paying for the essentials. That's huge.",original,,,,,525,,,,en,,,101,,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,Ive been pushing the Biden admin to improve student loan repayment plans amp make payments more affordable  Under POTUSs new plan borrowers wont pay more than  of their income on undergraduate student loansamp thats income AFTER paying for the essentials Thats huge,118
37484,1563231834628304899,https://twitter.com/PattyMurray/status/1563231834628304899,Fri Aug 26 18:28:07 +0000 2022,2022-08-26T18:28:07+00:00,PattyMurray,"782,000+ borrowers in WA state hold $28.2B in student loan debt—and so many of them are now eligible for forgiveness under the Biden administration's plan. This will make a huge difference for working and middle-class borrowers. https://t.co/uyoj2H3j7n",quote,,,,https://twitter.com/seattletimes/status/1562644850947735553,199,,,,en,,0.0,45,1.5626448509477356e+18,seattletimes,14352556.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True, borrowers in WA state hold B in student loan debtand so many of them are now eligible for forgiveness under the Biden administrations plan This will make a huge difference for working and middleclass borrowers ,118
37497,1562479012911665159,https://twitter.com/PattyMurray/status/1562479012911665159,Wed Aug 24 16:36:40 +0000 2022,2022-08-24T16:36:40+00:00,PattyMurray,"After months of pushing, real student debt relief is here. This is huge.  And we can’t stop here. I'll keep fighting to lower the cost of college and pushing @POTUS to fix our broken student loan system. https://t.co/e6HcwvvotK",quote,,,,https://twitter.com/POTUS/status/1562462774969581570,327,,,,en,,0.0,58,1.5624627749695816e+18,POTUS,1.3491490969096684e+18,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",293131808,Wed May 04 20:23:35 +0000 2011,False,"U.S. Senator, Washington state | @HELPCmteDems Chair | Assistant Democratic Leader | Working every day for WA families | she/her/hers",284,491233,2392,3922,WA & DC,Senator Patty Murray,23404,,http://murray.senate.gov/,True,After months of pushing real student debt relief is here This is huge  And we cant stop here Ill keep fighting to lower the cost of college and pushing POTUS to fix our broken student loan system ,118
